Αναγνωριστικό,eidos,etos,tm_code,tm_per,eidos_from_excel,tma_code,tma_per,ps_ex,ps_dm,ps_km,teacher,
63,ΠΡΟ,2015,11,ΠΟΛΙΤΙΚΗΣ ΕΠΙΣΤΗΜΗΣ ΚΑΙ ΙΣΤΟΡΙΑΣ,PRO,110472,"HISTORIOGRAPHY IN CRISIS? DEBATES, POLEMICS AND CONVERSATIONS",6,3,ΕΕ,ΑΝΔΡΙΑΚΑΙΝΑ ΕΛΕΝΗ,
64,ΠΡΟ,2015,11,ΠΟΛΙΤΙΚΗΣ ΕΠΙΣΤΗΜΗΣ ΚΑΙ ΙΣΤΟΡΙΑΣ,PRO,110473,ΣΥΓΧΡΟΝΗ ΕΥΡΩΠΑΪΚΗ ΙΣΤΟΡΙΑ (20ος ΑΙΩΝΑΣ),1,3,ΕΥ,ΛΑΓΑΝΗ ΕΙΡΗΝΗ,
65,ΠΡΟ,2015,11,ΠΟΛΙΤΙΚΗΣ ΕΠΙΣΤΗΜΗΣ ΚΑΙ ΙΣΤΟΡΙΑΣ,PRO,110474,INTERNATIONAL ETHICS AND WAR : A HISTORY,5,3,ΕΕ,ΗΡΑΚΛΕΙΔΗΣ ΑΛΕΞΙΟΣ,
66,ΠΡΟ,2015,11,ΠΟΛΙΤΙΚΗΣ ΕΠΙΣΤΗΜΗΣ ΚΑΙ ΙΣΤΟΡΙΑΣ,PRO,110475,ΕΛΛΑΔΑ ΚΑΙ ΨΥΧΡΟΣ ΠΟΛΕΜΟΣ,6,3,ΕΕ,ΛΑΓΑΝΗ ΕΙΡΗΝΗ,
67,ΠΡΟ,2015,11,ΠΟΛΙΤΙΚΗΣ ΕΠΙΣΤΗΜΗΣ ΚΑΙ ΙΣΤΟΡΙΑΣ,PRO,110476,ΜΕΤΑΠΟΛΕΜΙΚΗ ΙΣΤΟΡΙΑ ΤΩΝ ΒΑΛΚΑΝΙΩΝ,5,3,ΕΕ,ΛΑΓΑΝΗ ΕΙΡΗΝΗ,
68,ΠΡΟ,2015,11,ΠΟΛΙΤΙΚΗΣ ΕΠΙΣΤΗΜΗΣ ΚΑΙ ΙΣΤΟΡΙΑΣ,PRO,110477,ΝΕΩΤΕΡΗ ΒΑΛΚΑΝΙΚΗ ΙΣΤΟΡΙΑ Ι (18ος αι.εως 1878),1,3,ΕΥ,ΛΥΜΠΕΡΑΤΟΣ ΑΝΔΡΕΑΣ,
69,ΠΡΟ,2015,11,ΠΟΛΙΤΙΚΗΣ ΕΠΙΣΤΗΜΗΣ ΚΑΙ ΙΣΤΟΡΙΑΣ,PRO,110478,ΝΕΩΤΕΡΗ ΒΑΛΚΑΝΙΚΗ ΙΣΤΟΡΙΑ ΙΙ - (1878-1923),2,3,ΕΥ,ΛΥΜΠΕΡΑΤΟΣ ΑΝΔΡΕΑΣ,
70,ΠΡΟ,2015,11,ΠΟΛΙΤΙΚΗΣ ΕΠΙΣΤΗΜΗΣ ΚΑΙ ΙΣΤΟΡΙΑΣ,PRO,110480,ΙΣΤΟΡΙΑ ΤΩΝ ΕΥΡΩΠΑΪΚΩΝ ΜΕΤΑΝΑΣΤΕΥΣΕΩΝ (19ος - 20ος αι.) - (ΣΕ),5,3,ΣΕ,ΒΕΝΤΟΥΡΑ ΑΙΚΑΤΕΡΙΝΗ,
71,ΠΡΟ,2015,11,ΠΟΛΙΤΙΚΗΣ ΕΠΙΣΤΗΜΗΣ ΚΑΙ ΙΣΤΟΡΙΑΣ,PRO,110481,ΙΣΤΟΡΙΑ ΤΟΥ ΜΕΤΑΠΟΛΕΜΙΚΟΥ ΚΟΣΜΟΥ,5,3,ΕΕ,ΒΕΝΤΟΥΡΑ ΑΙΚΑΤΕΡΙΝΗ,
72,ΠΡΟ,2015,11,ΠΟΛΙΤΙΚΗΣ ΕΠΙΣΤΗΜΗΣ ΚΑΙ ΙΣΤΟΡΙΑΣ,PRO,110482,"ΣΥΓΧΡΟΝΟ ΣΥΝΔΙΚΑΛΙΣΤΙΚΟ ΚΙΝΗΜΑ: ΙΔΕΟΛΟΓΙΑ, ΠΟΛΙΤΙΚΕΣ, ΟΡΓΑΝΩΣΗ, ΘΕΣΜΟΙ",5,3,ΕΕ,ΜΠΙΘΥΜΗΤΡΗΣ ΓΕΩΡΓΙΟΣ,
73,ΠΡΟ,2015,11,ΠΟΛΙΤΙΚΗΣ ΕΠΙΣΤΗΜΗΣ ΚΑΙ ΙΣΤΟΡΙΑΣ,PRO,110483,ΚΟΙΝΩΝΙΚΟΙ ΜΕΤΑΣΧΗΜΑΤΙΣΜΟΙ ΣΤΗΝ ΕΥΡΩΠΗ (19ος-20ος αι.),6,3,ΕΕ,ΒΕΝΤΟΥΡΑ ΑΙΚΑΤΕΡΙΝΗ,
74,ΠΡΟ,2015,11,ΠΟΛΙΤΙΚΗΣ ΕΠΙΣΤΗΜΗΣ ΚΑΙ ΙΣΤΟΡΙΑΣ,PRO,110484,ΕΚΛΟΓΕΣ ΔΕΥΤΕΡΗΣ ΤΑΞΗΣ: ΕΥΡΩΕΚΛΟΓΕΣ - (ΣΕ),6,3,ΣΕ,ΓΕΩΡΓΙΑΔΟΥ ΒΑΣΙΛΙΚΗ,
75,ΠΡΟ,2015,11,ΠΟΛΙΤΙΚΗΣ ΕΠΙΣΤΗΜΗΣ ΚΑΙ ΙΣΤΟΡΙΑΣ,PRO,110485,ΦΙΛΟΣΟΦΙΑ ΤΗΣ ΙΣΤΟΡΙΑΣ - (ΣΕ),6,3,ΣΕ,ΦΑΡΑΚΛΑΣ-ΜΑΤΟΡΙΚΟΣ ΓΕΩΡΓΙΟΣ,
76,ΠΡΟ,2015,11,ΠΟΛΙΤΙΚΗΣ ΕΠΙΣΤΗΜΗΣ ΚΑΙ ΙΣΤΟΡΙΑΣ,PRO,110486,ΚΟΙΝΟΒΟΥΛΕΥΤΙΚΟΙ ΘΕΣΜΟΙ ΚΑΙ ΠΟΛΙΤΙΚΑ ΚΟΜΜΑΤΑ - (ΣΕ),6,3,ΣΕ,ΦΟΥΝΤΕΔΑΚΗ ΠΗΝΕΛΟΠΗ,
77,ΠΡΟ,2015,11,ΠΟΛΙΤΙΚΗΣ ΕΠΙΣΤΗΜΗΣ ΚΑΙ ΙΣΤΟΡΙΑΣ,PRO,110487,ΣΥΣΤΗΜΑΤΑ ΑΡΧΕΙΑΚΩΝ ΠΛΗΡΟΦΟΡΙΩΝ - (ΣΕ),5,3,ΣΕ,ΚΟΛΛΙΑΣ ΑΝΔΡΕΑΣ,
78,ΠΡΟ,2015,11,ΠΟΛΙΤΙΚΗΣ ΕΠΙΣΤΗΜΗΣ ΚΑΙ ΙΣΤΟΡΙΑΣ,PRO,110488,ΘΕΩΡΙΕΣ ΤΗΣ ΠΟΛΙΤΙΚΗΣ - ΚΑΡΛ ΜΑΡΞ - (ΣΕ),5,3,ΣΕ,ΑΓΓΕΛΙΔΗΣ ΕΜΜΑΝΟΥΗΛ,
79,ΠΡΟ,2015,11,ΠΟΛΙΤΙΚΗΣ ΕΠΙΣΤΗΜΗΣ ΚΑΙ ΙΣΤΟΡΙΑΣ,PRO,110489,ΜΕΘΟΔΟΙ ΚΑΙ ΤΕΧΝΙΚΕΣ ΕΡΕΥΝΑΣ ΣΤΗΝ ΠΟΛΙΤΙΚΗ ΕΠΙΣΤΗΜΗ - (ΣΕ),5,3,ΣΕ,ΚΟΥΝΤΟΥΡΗ ΦΑΝΗ,
80,ΠΡΟ,2015,11,ΠΟΛΙΤΙΚΗΣ ΕΠΙΣΤΗΜΗΣ ΚΑΙ ΙΣΤΟΡΙΑΣ,PRO,110490,ΠΟΛΕΙΣ ΤΩΝ ΒΑΛΚΑΝΙΩΝ ΚΑΙ ΤΗΣ ΑΝΑΤΟΛΙΚΗΣ ΜΕΣΟΓΕΙΟΥ (15ος - 19ος ΑΙ.) - (ΣΕ),5,3,ΣΕ,ΛΥΜΠΕΡΑΤΟΣ ΑΝΔΡΕΑΣ,
81,ΠΡΟ,2015,11,ΠΟΛΙΤΙΚΗΣ ΕΠΙΣΤΗΜΗΣ ΚΑΙ ΙΣΤΟΡΙΑΣ,PRO,110491,ΕΙΔΙΚΑ ΘΕΜΑΤΑ ΝΕΟΤΕΡΗΣ ΕΛΛΗΝΙΚΗΣ ΙΣΤΟΡΙΑΣ - ΑΝΑΓΝΩΣΗ ΙΣΤΟΡΙΚΟΥ ΛΟΓΟΥ - (ΣΕ),6,3,ΣΕ,ΠΑΠΑΓΕΩΡΓΙΟΥ ΣΤΕΦΑΝΟΣ,
82,ΠΡΟ,2015,11,ΠΟΛΙΤΙΚΗΣ ΕΠΙΣΤΗΜΗΣ ΚΑΙ ΙΣΤΟΡΙΑΣ,PRO,110492,ΘΕΩΡΙΑ ΚΑΙ ΣΥΓΚΥΡΙΑ - (ΣΕ),6,3,ΣΕ,ΠΕΣΜΑΖΟΓΛΟΥ ΣΤΕΦΑΝΟΣ,
83,ΠΡΟ,2015,11,ΠΟΛΙΤΙΚΗΣ ΕΠΙΣΤΗΜΗΣ ΚΑΙ ΙΣΤΟΡΙΑΣ,PRO,110493,ΕΦΑΡΜΟΓΗ ΣΤΑΤΙΣΤΙΚΩΝ ΑΝΑΛΥΣΕΩΝ ΣΤΗΝ ΚΟΙΝΩΝΙΚΗ ΕΡΕΥΝΑ ΜΕ ΤΗΝ ΧΡΗΣΗ ΥΠΟΛΟΓΙΣΤΩΝ ΙΙ - (ΣΕ),6,3,ΣΕ,ΚΟΛΛΙΑΣ ΑΝΔΡΕΑΣ,
84,ΠΡΟ,2015,11,ΠΟΛΙΤΙΚΗΣ ΕΠΙΣΤΗΜΗΣ ΚΑΙ ΙΣΤΟΡΙΑΣ,PRO,110494,ΨΗΦΙΑΚΗ ΕΠΕΞΕΡΓΑΣΙΑ ΠΗΓΩΝ : ΕΦΑΡΜΟΓΕΣ ΑΝΑΛΥΣΗΣ ΠΕΡΙΕΧΟΜΕΝΟΥ ΕΠΙΚΟΙΝΩΝΙΑΣ - (ΣΕ),6,3,ΣΕ,ΚΟΛΛΙΑΣ ΑΝΔΡΕΑΣ,
85,ΠΡΟ,2015,11,ΠΟΛΙΤΙΚΗΣ ΕΠΙΣΤΗΜΗΣ ΚΑΙ ΙΣΤΟΡΙΑΣ,PRO,110495,ΚΛΑΣΙΚΑ ΚΕΙΜΕΝΑ ΚΟΙΝΩΝΙΚΗΣ ΘΕΩΡΙΑΣ - (ΣΕ),5,3,ΣΕ,ΘΕΟΤΟΚΑΣ ΝΙΚΟΛΑΟΣ,
86,ΠΡΟ,2015,11,ΠΟΛΙΤΙΚΗΣ ΕΠΙΣΤΗΜΗΣ ΚΑΙ ΙΣΤΟΡΙΑΣ,PRO,110496,ΕΙΔΙΚΑ ΘΕΜΑΤΑ ΚΟΙΝΩΝΙΚΗΣ ΙΣΤΟΡΙΑΣ - (ΣΕ),6,3,ΣΕ,ΘΕΟΤΟΚΑΣ ΝΙΚΟΛΑΟΣ,
87,ΠΡΟ,2015,12,"ΔΙΕΘΝΩΝ, ΕΥΡΩΠΑΪΚΩΝ ΚΑΙ ΠΕΡΙΦΕΡΕΙΑΚΩΝ ΣΠΟΥΔΩΝ",PRO,120084,ΔΙΕΘΝΕΣ ΟΙΚΟΝΟΜΙΚΟ ΔΙΚΑΙΟ,5,3,ΥΠ,ΠΑΠΑΝΤΩΝΗ ΜΑΡΙΑ,
88,ΠΡΟ,2015,12,"ΔΙΕΘΝΩΝ, ΕΥΡΩΠΑΪΚΩΝ ΚΑΙ ΠΕΡΙΦΕΡΕΙΑΚΩΝ ΣΠΟΥΔΩΝ",PRO,120084,ΔΙΕΘΝΕΣ ΟΙΚΟΝΟΜΙΚΟ ΔΙΚΑΙΟ,5,3,ΥΠ,ΣΤΕΦΑΝΟΥ ΚΩΝ/ΝΟΣ,
89,ΠΡΟ,2015,12,"ΔΙΕΘΝΩΝ, ΕΥΡΩΠΑΪΚΩΝ ΚΑΙ ΠΕΡΙΦΕΡΕΙΑΚΩΝ ΣΠΟΥΔΩΝ",PRO,120109,ΔΙΕΘΝΕΣ ΔΙΚΑΙΟ ΤΗΣ ΑΝΑΠΤΥΞΗΣ,6,3,ΕΥ,ΚΑΡΑΓΕΩΡΓΟΥ ΒΑΣΙΛΙΚΗ,
90,ΠΡΟ,2015,12,"ΔΙΕΘΝΩΝ, ΕΥΡΩΠΑΪΚΩΝ ΚΑΙ ΠΕΡΙΦΕΡΕΙΑΚΩΝ ΣΠΟΥΔΩΝ",PRO,120109,ΔΙΕΘΝΕΣ ΔΙΚΑΙΟ ΤΗΣ ΑΝΑΠΤΥΞΗΣ,6,3,ΕΥ,ΤΣΑΛΤΑΣ ΓΡΗΓΟΡΗΣ,
91,ΠΡΟ,2015,12,"ΔΙΕΘΝΩΝ, ΕΥΡΩΠΑΪΚΩΝ ΚΑΙ ΠΕΡΙΦΕΡΕΙΑΚΩΝ ΣΠΟΥΔΩΝ",PRO,120112,ΔΙΕΘΝΕΣ ΑΝΘΡΩΠΙΣΤΙΚΟ ΔΙΚΑΙΟ,5,3,ΕΥ,ΜΑΡΟΥΔΑ ΜΑΡΙΑ,
92,ΠΡΟ,2015,12,"ΔΙΕΘΝΩΝ, ΕΥΡΩΠΑΪΚΩΝ ΚΑΙ ΠΕΡΙΦΕΡΕΙΑΚΩΝ ΣΠΟΥΔΩΝ",PRO,120115,ΔΙΕΘΝΕΣ ΔΙΚΑΙΟ ΙΙΙ (ΔΙΚΑΙΟ ΤΗΣ ΘΑΛΑΣΣΑΣ),7,3,ΥΠ,ΤΣΑΛΤΑΣ ΓΡΗΓΟΡΗΣ,
93,ΠΡΟ,2015,12,"ΔΙΕΘΝΩΝ, ΕΥΡΩΠΑΪΚΩΝ ΚΑΙ ΠΕΡΙΦΕΡΕΙΑΚΩΝ ΣΠΟΥΔΩΝ",PRO,120125,ΠΟΛΙΤΙΚΕΣ ΤΗΣ ΕΥΡΩΠΑΙΚΗΣ ΕΝΩΣΗΣ ΙΙ:ΟΝΕ - ΕΝΙΑΙΟΣ ΧΡΗΜΑΤΟΠΙΣΤΩΤΙΚΟΣ ΧΩΡΟΣ,8,3,ΥΠ,ΠΑΠΑΝΤΩΝΗ ΜΑΡΙΑ,
94,ΠΡΟ,2015,12,"ΔΙΕΘΝΩΝ, ΕΥΡΩΠΑΪΚΩΝ ΚΑΙ ΠΕΡΙΦΕΡΕΙΑΚΩΝ ΣΠΟΥΔΩΝ",PRO,120132,ΔΙΕΘΝΕΣ ΔΙΚΑΙΟ ΤΟΥ ΠΕΡΙΒΑΛΛΟΝΤΟΣ ΚΑΙ ΜΕΣΟΓΕΙΟΣ,8,3,ΥΠ,ΡΑΥΤΟΠΟΥΛΟΣ ΕΥΑΓΓΕΛΟΣ,
95,ΠΡΟ,2015,12,"ΔΙΕΘΝΩΝ, ΕΥΡΩΠΑΪΚΩΝ ΚΑΙ ΠΕΡΙΦΕΡΕΙΑΚΩΝ ΣΠΟΥΔΩΝ",PRO,120211,ΣΤΡΑΤΗΓΙΚΕΣ ΣΠΟΥΔΕΣ,5,3,ΥΠ,ΚΟΛΙΟΠΟΥΛΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ,
96,ΠΡΟ,2015,12,"ΔΙΕΘΝΩΝ, ΕΥΡΩΠΑΪΚΩΝ ΚΑΙ ΠΕΡΙΦΕΡΕΙΑΚΩΝ ΣΠΟΥΔΩΝ",PRO,120254,ΔΙΕΘΝΗΣ ΠΡΟΣΤΑΣΙΑ ΠΕΡΙΒΑΛΛΟΝΤΟΣ,7,3,ΥΠ,ΚΑΡΑΓΕΩΡΓΟΥ ΒΑΣΙΛΙΚΗ,
97,ΠΡΟ,2015,12,"ΔΙΕΘΝΩΝ, ΕΥΡΩΠΑΪΚΩΝ ΚΑΙ ΠΕΡΙΦΕΡΕΙΑΚΩΝ ΣΠΟΥΔΩΝ",PRO,120254,ΔΙΕΘΝΗΣ ΠΡΟΣΤΑΣΙΑ ΠΕΡΙΒΑΛΛΟΝΤΟΣ,7,3,ΥΠ,ΤΣΑΛΤΑΣ ΓΡΗΓΟΡΗΣ,
98,ΠΡΟ,2015,12,"ΔΙΕΘΝΩΝ, ΕΥΡΩΠΑΪΚΩΝ ΚΑΙ ΠΕΡΙΦΕΡΕΙΑΚΩΝ ΣΠΟΥΔΩΝ",PRO,120262,ΙΔΙΩΤΙΚΟ ΔΙΕΘΝΕΣ ΔΙΚΑΙΟ,8,3,ΕΥ,ΠΑΠΑΝΤΩΝΗ ΜΑΡΙΑ,
99,ΠΡΟ,2015,12,"ΔΙΕΘΝΩΝ, ΕΥΡΩΠΑΪΚΩΝ ΚΑΙ ΠΕΡΙΦΕΡΕΙΑΚΩΝ ΣΠΟΥΔΩΝ",PRO,120262,ΙΔΙΩΤΙΚΟ ΔΙΕΘΝΕΣ ΔΙΚΑΙΟ,8,3,ΕΥ,ΣΥΡΙΓΟΣ ΕΥΑΓΓΕΛΟΣ,
100,ΠΡΟ,2015,12,"ΔΙΕΘΝΩΝ, ΕΥΡΩΠΑΪΚΩΝ ΚΑΙ ΠΕΡΙΦΕΡΕΙΑΚΩΝ ΣΠΟΥΔΩΝ",PRO,120262,ΙΔΙΩΤΙΚΟ ΔΙΕΘΝΕΣ ΔΙΚΑΙΟ,8,3,ΕΥ,ΤΑΓΑΡΑΣ ΧΑΡΙΣΙΟΣ,
101,ΠΡΟ,2015,12,"ΔΙΕΘΝΩΝ, ΕΥΡΩΠΑΪΚΩΝ ΚΑΙ ΠΕΡΙΦΕΡΕΙΑΚΩΝ ΣΠΟΥΔΩΝ",PRO,120280,ΕΥΡΩΠΑΪΚΟ ΔΙΚΑΙΟ,4,3,ΥΠ,ΠΑΠΑΝΤΩΝΗ ΜΑΡΙΑ,
102,ΠΡΟ,2015,12,"ΔΙΕΘΝΩΝ, ΕΥΡΩΠΑΪΚΩΝ ΚΑΙ ΠΕΡΙΦΕΡΕΙΑΚΩΝ ΣΠΟΥΔΩΝ",PRO,120280,ΕΥΡΩΠΑΪΚΟ ΔΙΚΑΙΟ,4,3,ΥΠ,ΤΑΓΑΡΑΣ ΧΑΡΙΣΙΟΣ,
103,ΠΡΟ,2015,12,"ΔΙΕΘΝΩΝ, ΕΥΡΩΠΑΪΚΩΝ ΚΑΙ ΠΕΡΙΦΕΡΕΙΑΚΩΝ ΣΠΟΥΔΩΝ",PRO,120286,"ΕΥΡΩΠΑΙΚΗ ΑΣΦΑΛΕΙΑ, ΑΜΥΝΑ ΚΑΙ ΠΟΛΙΤΙΚΗ ΕΝΟΠΟΙΗΣΗ",6,3,ΕΥ,ΚΟΛΙΟΠΟΥΛΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ,
104,ΠΡΟ,2015,12,"ΔΙΕΘΝΩΝ, ΕΥΡΩΠΑΪΚΩΝ ΚΑΙ ΠΕΡΙΦΕΡΕΙΑΚΩΝ ΣΠΟΥΔΩΝ",PRO,120287,ΔΙΕΘΝΕΣ ΔΙΚΑΙΟ IV (ΘΕΩΡΙΑ ΚΑΙ ΜΕΘΟΔΟΛΟΓΙΑ  ΔΙΕΘΝΟΥΣ ΔΙΚΑΙΟΥ),8,3,ΥΠ,ΡΑΥΤΟΠΟΥΛΟΣ ΕΥΑΓΓΕΛΟΣ,
105,ΠΡΟ,2015,12,"ΔΙΕΘΝΩΝ, ΕΥΡΩΠΑΪΚΩΝ ΚΑΙ ΠΕΡΙΦΕΡΕΙΑΚΩΝ ΣΠΟΥΔΩΝ",PRO,120302,ΕΙΣΑΓΩΓΗ ΣΤΟ  ΔΙΚΑΙΟ,1,3,ΥΠ,ΚΑΝΕΛΛΟΠΟΥΛΟΥ ΝΕΔΑ-ΜΑΡΙΑ,
106,ΠΡΟ,2015,12,"ΔΙΕΘΝΩΝ, ΕΥΡΩΠΑΪΚΩΝ ΚΑΙ ΠΕΡΙΦΕΡΕΙΑΚΩΝ ΣΠΟΥΔΩΝ",PRO,120302,ΕΙΣΑΓΩΓΗ ΣΤΟ  ΔΙΚΑΙΟ,1,3,ΥΠ,ΤΣΟΛΚΑ ΟΛΓΑ,
107,ΠΡΟ,2015,12,"ΔΙΕΘΝΩΝ, ΕΥΡΩΠΑΪΚΩΝ ΚΑΙ ΠΕΡΙΦΕΡΕΙΑΚΩΝ ΣΠΟΥΔΩΝ",PRO,120303,ΠΟΛΙΤΙΚΟΙ ΘΕΣΜΟΙ,1,3,ΥΠ,ΔΙΑΜΑΝΤΟΠΟΥΛΟΣ ΑΘΑΝΑΣΙΟΣ,
108,ΠΡΟ,2015,12,"ΔΙΕΘΝΩΝ, ΕΥΡΩΠΑΪΚΩΝ ΚΑΙ ΠΕΡΙΦΕΡΕΙΑΚΩΝ ΣΠΟΥΔΩΝ",PRO,120306,ΜΙΚΡΟΟΙΚΟΝΟΜΙΚΗ,1,3,ΥΠ,ΠΑΠΑΖΟΓΛΟΥ ΧΡΗΣΤΟΣ,
109,ΠΡΟ,2015,12,"ΔΙΕΘΝΩΝ, ΕΥΡΩΠΑΪΚΩΝ ΚΑΙ ΠΕΡΙΦΕΡΕΙΑΚΩΝ ΣΠΟΥΔΩΝ",PRO,120308,ΙΣΤΟΡΙΑ ΤΩΝ ΔΙΕΘΝΩΝ ΣΧΕΣΕΩΝ ΚΑΙ ΣΤΡΑΤΗΓΙΚΗΣ Ι,2,3,ΥΠ,ΚΟΛΙΟΠΟΥΛΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ,
110,ΠΡΟ,2015,12,"ΔΙΕΘΝΩΝ, ΕΥΡΩΠΑΪΚΩΝ ΚΑΙ ΠΕΡΙΦΕΡΕΙΑΚΩΝ ΣΠΟΥΔΩΝ",PRO,120308,ΙΣΤΟΡΙΑ ΤΩΝ ΔΙΕΘΝΩΝ ΣΧΕΣΕΩΝ ΚΑΙ ΣΤΡΑΤΗΓΙΚΗΣ Ι,2,3,ΥΠ,ΠΑΠΑΣΩΤΗΡΙΟΥ ΧΑΡΑΛΑΜΠΟΣ,
111,ΠΡΟ,2015,12,"ΔΙΕΘΝΩΝ, ΕΥΡΩΠΑΪΚΩΝ ΚΑΙ ΠΕΡΙΦΕΡΕΙΑΚΩΝ ΣΠΟΥΔΩΝ",PRO,120309,ΔΙΕΘΝΕΙΣ ΣΧΕΣΕΙΣ Ι,2,3,ΥΠ,ΑΡΒΑΝΙΤΟΠΟΥΛΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ,
112,ΠΡΟ,2015,12,"ΔΙΕΘΝΩΝ, ΕΥΡΩΠΑΪΚΩΝ ΚΑΙ ΠΕΡΙΦΕΡΕΙΑΚΩΝ ΣΠΟΥΔΩΝ",PRO,120309,ΔΙΕΘΝΕΙΣ ΣΧΕΣΕΙΣ Ι,2,3,ΥΠ,ΓΚΟΦΑΣ ΑΝΔΡΕΑΣ,
113,ΠΡΟ,2015,12,"ΔΙΕΘΝΩΝ, ΕΥΡΩΠΑΪΚΩΝ ΚΑΙ ΠΕΡΙΦΕΡΕΙΑΚΩΝ ΣΠΟΥΔΩΝ",PRO,120309,ΔΙΕΘΝΕΙΣ ΣΧΕΣΕΙΣ Ι,2,3,ΥΠ,ΚΑΙΡΙΔΗΣ ΔΗΜΗΤΡΙΟΣ,
114,ΠΡΟ,2015,12,"ΔΙΕΘΝΩΝ, ΕΥΡΩΠΑΪΚΩΝ ΚΑΙ ΠΕΡΙΦΕΡΕΙΑΚΩΝ ΣΠΟΥΔΩΝ",PRO,120310,ΤΥΠΟΛΟΓΙΑ ΤΩΝ ΠΟΛΙΤΙΚΩΝ ΣΥΣΤΗΜΑΤΩΝ,2,3,ΥΠ,ΔΙΑΜΑΝΤΟΠΟΥΛΟΣ ΑΘΑΝΑΣΙΟΣ,
115,ΠΡΟ,2015,12,"ΔΙΕΘΝΩΝ, ΕΥΡΩΠΑΪΚΩΝ ΚΑΙ ΠΕΡΙΦΕΡΕΙΑΚΩΝ ΣΠΟΥΔΩΝ",PRO,120310,ΤΥΠΟΛΟΓΙΑ ΤΩΝ ΠΟΛΙΤΙΚΩΝ ΣΥΣΤΗΜΑΤΩΝ,2,3,ΥΠ,ΚΟΠΠΑ ΜΑΡΙΑ-ΕΛΕΝΗ,
116,ΠΡΟ,2015,12,"ΔΙΕΘΝΩΝ, ΕΥΡΩΠΑΪΚΩΝ ΚΑΙ ΠΕΡΙΦΕΡΕΙΑΚΩΝ ΣΠΟΥΔΩΝ",PRO,120312,ΜΑΚΡΟΟΙΚΟΝΟΜΙΚΗ,2,3,ΥΠ,ΣΙΔΕΡΗΣ ΔΗΜΗΤΡΗΣ,
117,ΠΡΟ,2015,12,"ΔΙΕΘΝΩΝ, ΕΥΡΩΠΑΪΚΩΝ ΚΑΙ ΠΕΡΙΦΕΡΕΙΑΚΩΝ ΣΠΟΥΔΩΝ",PRO,120313,ΔΙΕΘΝΕΣ ΔΙΚΑΙΟ Ι,3,3,ΥΠ,ΜΑΡΟΥΔΑ ΜΑΡΙΑ,
118,ΠΡΟ,2015,12,"ΔΙΕΘΝΩΝ, ΕΥΡΩΠΑΪΚΩΝ ΚΑΙ ΠΕΡΙΦΕΡΕΙΑΚΩΝ ΣΠΟΥΔΩΝ",PRO,120313,ΔΙΕΘΝΕΣ ΔΙΚΑΙΟ Ι,3,3,ΥΠ,ΤΣΑΛΤΑΣ ΓΡΗΓΟΡΗΣ,
119,ΠΡΟ,2015,12,"ΔΙΕΘΝΩΝ, ΕΥΡΩΠΑΪΚΩΝ ΚΑΙ ΠΕΡΙΦΕΡΕΙΑΚΩΝ ΣΠΟΥΔΩΝ",PRO,120315,ΘΕΩΡΙΑ ΚΑΙ ΔΙΚΑΙΟ ΤΩΝ ΔΙΕΘΝΩΝ ΟΡΓΑΝΙΣΜΩΝ,5,3,ΥΠ,ΡΑΥΤΟΠΟΥΛΟΣ ΕΥΑΓΓΕΛΟΣ,
120,ΠΡΟ,2015,12,"ΔΙΕΘΝΩΝ, ΕΥΡΩΠΑΪΚΩΝ ΚΑΙ ΠΕΡΙΦΕΡΕΙΑΚΩΝ ΣΠΟΥΔΩΝ",PRO,120316,ΙΣΤΟΡΙΑ ΤΩΝ ΔΙΕΘΝΩΝ ΣΧΕΣΕΩΝ ΚΑΙ ΣΤΡΑΤΗΓΙΚΗΣ  ΙΙ,7,3,ΥΠ,ΠΑΠΑΣΩΤΗΡΙΟΥ ΧΑΡΑΛΑΜΠΟΣ,
121,ΠΡΟ,2015,12,"ΔΙΕΘΝΩΝ, ΕΥΡΩΠΑΪΚΩΝ ΚΑΙ ΠΕΡΙΦΕΡΕΙΑΚΩΝ ΣΠΟΥΔΩΝ",PRO,120317,ΔΙΕΘΝΕΙΣ ΣΧΕΣΕΙΣ ΙΙ,3,3,ΥΠ,ΓΚΟΦΑΣ ΑΝΔΡΕΑΣ,
122,ΠΡΟ,2015,12,"ΔΙΕΘΝΩΝ, ΕΥΡΩΠΑΪΚΩΝ ΚΑΙ ΠΕΡΙΦΕΡΕΙΑΚΩΝ ΣΠΟΥΔΩΝ",PRO,120317,ΔΙΕΘΝΕΙΣ ΣΧΕΣΕΙΣ ΙΙ,3,3,ΥΠ,ΧΕΙΛΑ ΕΙΡΗΝΗ,
123,ΠΡΟ,2015,12,"ΔΙΕΘΝΩΝ, ΕΥΡΩΠΑΪΚΩΝ ΚΑΙ ΠΕΡΙΦΕΡΕΙΑΚΩΝ ΣΠΟΥΔΩΝ",PRO,120319,ΔΙΕΘΝΕΣ ΔΙΚΑΙΟ ΙΙ,4,3,ΥΠ,ΜΑΡΟΥΔΑ ΜΑΡΙΑ,
